PacketCounter,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw
5954,4.257686,2.877181,-0.11412,-0.779262,-0.256524,-3.963643,-88.156036,-51.92244,-80.837693
5955,4.944563,2.291133,-0.63335,-1.072116,-0.267877,-4.246388,-88.894869,-54.362716,-80.661754
5956,5.695398,1.7931,-0.911402,-1.246395,-0.247821,-4.507012,-89.774455,-56.945111,-80.461846
5957,6.443836,1.464269,-1.122998,-1.339412,-0.201357,-4.738005,-90.753014,-59.663506,-80.192732
5958,7.111899,1.023562,-1.389305,-1.395604,-0.145216,-4.94608,-91.82016,-62.493386,-79.887635
5959,7.663308,0.751696,-1.614313,-1.387273,-0.066337,-5.147275,-92.949085,-65.442844,-79.494162
5960,8.146122,0.618922,-1.755037,-1.362779,-0.009524,-5.353173,-94.194426,-68.502248,-78.990047
5961,8.716028,0.856984,-1.765437,-1.335193,0.033949,-5.547481,-95.667133,-71.675206,-78.215127
5962,9.581184,0.978144,-1.668852,-1.300921,0.076702,-5.734592,-97.52881,-74.942837,-77.050644
5963,10.738281,1.051232,-1.405882,-1.324727,0.085541,-5.911191,-100.302966,-78.301455,-74.957005
5964,12.234657,0.807813,-1.354905,-1.312982,0.100365,-6.044938,-105.051896,-81.69368,-70.900954
5965,13.929997,0.351295,-1.637781,-1.065766,0.185059,-6.133829,-115.268798,-85.045369,-61.210634
5966,15.340007,0.279522,-1.404003,-0.686343,0.301151,-6.183358,-154.697902,-87.83212,-22.115998
5967,17.143599,-0.422841,-1.880032,-0.296366,0.301884,-6.242783,123.889091,-86.795994,59.211381
5968,19.791312,-0.481416,-1.685927,0.368061,0.461008,-6.253779,103.899442,-83.577804,79.473955
5969,21.782364,-0.378601,-1.718751,0.605978,0.432603,-6.249856,97.840374,-80.097106,85.96695
5970,24.393606,-1.331208,-2.350061,0.804726,0.366631,-6.193462,95.320995,-76.596048,89.00863
5971,26.490773,-4.066581,-2.203469,0.981322,0.278581,-6.099055,94.225092,-73.121604,90.749257
5972,27.775963,-6.661112,-0.629337,1.276208,0.365687,-5.902537,93.644604,-69.763163,92.13232
5973,25.281178,-7.698864,0.133245,1.228066,0.453528,-5.500539,93.231081,-66.628323,93.35668
5974,20.073721,-8.75721,-1.321957,0.660789,0.338719,-4.915835,92.866692,-63.827343,94.1746
5975,16.307937,-13.896516,-4.183673,-0.012474,-0.120359,-4.124531,92.771008,-61.45999,94.292971
5976,17.265812,-22.324238,-5.773499,-0.046851,-0.472231,-3.114413,93.063416,-59.665436,93.92622
5977,19.196242,-27.377861,-4.598124,0.834358,-0.417152,-2.011957,93.826671,-58.497696,93.609044
5978,18.651329,-22.950125,-0.611439,1.645208,-0.260545,-0.689742,94.962493,-58.093545,93.381763
5979,17.598862,-14.939188,3.45954,1.035594,-0.151983,0.650588,95.754623,-58.455093,93.158524
5980,15.945047,-10.872573,3.481703,-0.254898,-0.095705,1.79312,95.873551,-59.47293,92.849078
5981,16.06108,-10.317683,-0.302697,-1.406586,-0.260221,2.5677,95.585037,-60.921298,92.259756
5982,15.831028,-15.272494,-2.754714,-1.932214,-0.502201,3.14349,95.333387,-62.688169,91.288973
5983,18.724896,-10.27447,-3.336291,-0.400557,-0.213039,3.566907,95.751223,-64.710731,90.571059
5984,15.856063,17.319266,4.390398,0.726526,0.498391,3.237422,95.959841,-66.586381,90.798803
5985,12.761224,14.729875,6.836688,-2.348872,-0.430491,2.676133,95.57307,-68.08755,89.76279
5986,19.215402,-11.517385,1.641945,-2.80313,-0.838851,3.214181,95.684091,-69.874576,87.923195
5987,15.979775,-13.31336,-1.224561,-0.250485,-0.334714,3.402496,96.696441,-71.792739,86.701775
5988,10.619624,-2.25172,1.029306,0.315967,-0.376702,3.07793,98.302489,-73.514411,85.208871
5989,9.05371,1.333023,-0.381096,0.129247,-0.364227,2.76962,100.009115,-75.049079,83.513419
5990,6.309848,0.380969,-0.718809,0.034126,-0.360002,2.461695,101.880856,-76.396093,81.602163
5991,5.634547,0.766863,-1.504413,-0.19915,-0.299345,2.279587,103.752781,-77.632841,79.564349
5992,6.49217,-0.574423,-2.791592,-0.875333,-0.451118,2.156196,105.968621,-78.762091,76.788247
5993,11.490411,-5.332301,-4.29098,-1.216646,-0.545701,2.150544,108.807217,-79.84602,73.190385
5994,14.644088,-0.955648,-1.678262,0.040669,-0.047829,2.216682,111.594001,-81.029872,70.387954
5995,10.444647,1.742062,-0.550948,-0.786267,-0.342798,1.906209,115.261,-81.955552,66.224388
5996,12.977123,-5.467916,-0.562607,-0.771171,-0.466685,1.838714,120.253019,-82.765075,60.741874
5997,9.875678,-4.101753,-0.763798,-0.286103,-0.23711,1.738581,125.555801,-83.529394,55.235141
5998,8.647183,-0.020125,-1.364835,-0.331924,-0.346245,1.553912,131.953462,-84.10105,48.608719
5999,9.567085,-1.891112,0.153715,-0.563825,-0.411486,1.416833,139.114873,-84.502926,41.086037
6000,10.375004,-1.372525,0.229142,-0.173552,-0.307657,1.29746,146.510225,-84.812694,33.558494
6001,10.223397,-1.225003,0.502076,-0.262668,-0.450769,1.170256,154.296698,-84.919754,25.588151
6002,10.944802,-1.667933,-0.312496,-0.126097,-0.45488,1.067361,161.714218,-84.906896,18.068676
6003,10.679472,-1.54948,-1.203407,0.064968,-0.377526,0.941123,168.205468,-84.837586,11.58703
6004,9.986676,-1.111633,-1.08405,0.11601,-0.357961,0.82581,173.749811,-84.708523,6.086143
6005,10.297112,-1.518638,-1.171614,0.132364,-0.319524,0.704816,178.269236,-84.553278,1.621137
6006,10.239155,-1.135271,-0.931094,0.197334,-0.26735,0.581892,-178.157249,-84.398918,-1.855623
6007,10.354214,-1.528738,-1.044519,0.263145,-0.232498,0.477528,-175.315251,-84.249465,-4.562064
6008,10.152088,-1.358835,-0.764785,0.398618,-0.186375,0.395884,-172.965933,-84.119141,-6.694138
6009,10.20029,-1.344844,-1.248899,0.53178,-0.151737,0.338269,-170.915734,-84.004887,-8.451127
6010,10.298566,-1.181178,-1.498949,0.69415,-0.110287,0.30692,-168.97499,-83.910948,-10.002949
6011,10.470438,-1.299205,-1.456808,0.847915,-0.052188,0.273796,-167.099146,-83.848061,-11.403047
