PacketCounter,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw
5948,12.825227,-0.452606,1.579184,1.011873,1.982794,1.67516,-6.627864,-78.203069,74.743508
5949,12.675725,-0.407247,1.718023,0.856727,2.029661,1.712097,-9.791803,-76.904928,78.487573
5950,12.227987,-0.483873,1.633256,0.703071,2.078117,1.748398,-12.458509,-75.543069,81.647223
5951,11.627712,-0.518688,1.679981,0.528694,2.130439,1.792297,-14.779361,-74.108379,84.367054
5952,11.007749,-0.669137,1.688119,0.377479,2.157869,1.828637,-16.809911,-72.633517,86.711184
5953,10.473387,-0.779303,1.560143,0.240522,2.187038,1.864424,-18.616987,-71.108755,88.758893
5954,9.941299,-0.79087,1.476838,0.117222,2.185623,1.893989,-20.246383,-69.566972,90.55975
5955,9.396969,-0.928617,1.370244,-0.00549,2.170912,1.918078,-21.744929,-68.006354,92.165026
5956,8.860764,-1.03782,1.184838,-0.116866,2.137123,1.947516,-23.153452,-66.448847,93.61927
5957,8.350992,-1.201867,0.978736,-0.20375,2.093454,1.973726,-24.486479,-64.889704,94.955224
5958,7.931403,-1.312178,0.816675,-0.256957,2.04438,1.995427,-25.741688,-63.344208,96.186014
5959,7.587246,-1.442052,0.686415,-0.268918,1.984471,1.998708,-26.901847,-61.812609,97.320468
5960,7.357807,-1.572749,0.478198,-0.245629,1.926968,1.987237,-27.949894,-60.308597,98.356517
5961,7.104674,-1.658358,0.319225,-0.180962,1.868822,1.956474,-28.864328,-58.829247,99.297724
5962,6.97477,-1.737556,0.25468,-0.105851,1.796974,1.924335,-29.661423,-57.39255,100.164365
5963,6.90404,-1.819371,0.109663,-0.00782,1.724731,1.874001,-30.328821,-55.996121,100.958352
5964,6.897098,-1.922379,-0.00166,0.08174,1.652603,1.820726,-30.882508,-54.650521,101.687871
5965,6.839496,-1.994697,-0.064135,0.215929,1.563709,1.743748,-31.299346,-53.363989,102.356593
5966,6.742104,-2.035872,-0.112654,0.357489,1.473736,1.676739,-31.592714,-52.142925,102.981729
5967,6.742451,-2.008752,-0.026289,0.505464,1.369228,1.587061,-31.758986,-50.994844,103.564102
5968,6.866586,-2.053271,0.036868,0.630142,1.278867,1.482362,-31.804703,-49.925159,104.090846
5969,7.025681,-2.00168,0.140142,0.741671,1.197802,1.379092,-31.742124,-48.923117,104.568118
5970,7.161551,-1.849797,0.218475,0.807558,1.124478,1.279472,-31.601499,-47.990402,104.997712
5971,7.342008,-1.706398,0.348987,0.826991,1.055344,1.179211,-31.412078,-47.119666,105.383078
5972,7.514407,-1.570375,0.376523,0.833793,0.987875,1.082458,-31.184604,-46.314349,105.726106
5973,7.520662,-1.414591,0.47207,0.809967,0.918713,0.982097,-30.938184,-45.571413,106.02869
5974,7.502801,-1.180657,0.570627,0.740282,0.837038,0.888777,-30.706991,-44.899153,106.299702
5975,7.604434,-1.1178,0.591728,0.645521,0.74414,0.776708,-30.501073,-44.304344,106.53267
